system,vintage,month,correctedkwh,expectedkwh
1312,C,1,1009.525053,962.781972
1312,C,2,1150.917036,1081.893583
1312,C,3,1482.433137,1391.340612
1312,C,4,1754.151376,1637.133430
1312,C,5,1923.184196,1788.957264
1312,C,6,1861.046558,1748.738970
1312,C,7,1834.748384,1734.883842
1312,C,8,1748.422425,1620.524451
1312,C,9,1529.650357,1456.874933
1312,C,10,1318.737549,1268.165671
1312,C,11,1088.413244,996.329863
1312,C,12,949.204664,899.162751
1313,B,10,210.203572,295.881830
1313,B,11,925.638657,807.789273
1313,B,12,741.431330,731.412997
1314,C,1,759.664393,755.775378
1314,C,2,757.527787,728.596826
1314,C,3,1086.715128,1053.213961
1314,C,4,1240.552146,1213.586182
1314,C,5,1374.838699,1341.064504
1314,C,6,1484.645883,1451.573231
1314,C,7,1480.746964,1409.675995
1314,C,8,1394.554204,1356.977000
1314,C,9,978.997768,961.465914
1314,C,10,854.160485,833.848793
1314,C,11,827.680096,803.750327
1314,C,12,784.107921,727.755932
1315,B,10,104.836743,187.216741
1315,B,11,596.989275,590.116130
1315,B,12,449.979914,471.300338
1316,C,1,481.730623,520.457253
1316,C,2,493.586834,553.896933
1316,C,3,834.641812,902.052281
1316,C,4,1043.987513,1076.466870
1316,C,5,1145.676364,1122.924639
1316,C,6,1282.236425,1241.213470
1316,C,7,1259.108109,1220.386044
1316,C,8,1096.697154,1129.761227
1316,C,9,678.889712,751.601633
1316,C,10,563.229945,644.857664
1316,C,11,490.205278,587.165549
1316,C,12,406.075182,468.943837
1317,B,10,296.397839,319.477845
1317,B,11,1046.800179,1018.768475
1317,B,12,1076.220845,1011.640784
1318,C,1,1083.918658,1003.438447
1318,C,2,1076.736210,990.364041
1318,C,3,1487.136531,1378.979660
1318,C,4,1639.819526,1509.705914
1318,C,5,1715.891686,1585.427817
1318,C,6,1652.038732,1521.265681
1318,C,7,1624.630591,1501.159054
1318,C,8,1525.901287,1403.545446
1318,C,9,1329.133769,1229.175852
1318,C,10,1165.830429,1100.423690
1318,C,11,1114.670189,1013.674633
1318,C,12,1069.575316,1006.582580
1319,B,10,238.800828,163.410531
1319,B,11,825.596786,639.389570
1319,B,12,631.969059,533.728702
1320,C,1,676.705524,578.788082
1320,C,2,654.934463,556.785222
1320,C,3,958.326618,852.677467
1320,C,4,1062.316865,948.268720
1320,C,5,1048.142374,937.004588
1320,C,6,1133.494963,1021.640679
1320,C,7,1097.161968,1017.453863
1320,C,8,1062.260493,980.808933
1320,C,9,759.653097,682.997133
1320,C,10,710.396064,633.215807
1320,C,11,746.536197,636.192622
1320,C,12,635.622314,531.060059
1321,B,10,18.617130,82.172261
1321,B,11,712.890895,520.186584
1321,B,12,536.920891,490.371429
1322,C,1,571.355433,489.316711
1322,C,2,532.826592,451.333618
1322,C,3,729.265862,610.338318
1322,C,4,798.317154,690.525635
1322,C,5,776.663933,727.716125
1322,C,6,847.050297,779.937683
1322,C,7,845.551311,771.975586
1322,C,8,834.580396,765.741821
1322,C,9,609.426610,559.176880
1322,C,10,574.709857,509.468018
1322,C,11,632.160206,517.585652
1322,C,12,556.901417,487.919572
1323,B,10,48.954522,151.812951
1323,B,11,281.029614,654.332703
1323,B,12,287.459129,686.819641
1324,C,1,263.561466,614.093018
1324,C,2,300.471831,781.430664
1324,C,3,411.282102,942.980103
1324,C,4,404.476103,832.353577
1324,C,5,541.366591,1110.198242
1324,C,6,551.431643,1120.453247
1324,C,7,728.037321,1100.457397
1324,C,8,1106.127438,1091.935669
1324,C,9,878.282879,936.638672
1324,C,10,841.391897,941.240295
1324,C,11,586.787699,651.061039
1324,C,12,600.308473,683.385543
1325,B,10,78.528756,92.862203
1325,B,11,806.115545,652.345392
1325,B,12,615.635833,562.981421
1326,C,1,648.731040,605.751975
1326,C,2,658.338012,619.926122
1326,C,3,1039.801721,960.695909
1326,C,4,1265.829091,1127.470752
1326,C,5,1385.056121,1304.613218
1326,C,6,1547.043279,1422.425802
1326,C,7,1515.763523,1358.769494
1326,C,8,1369.860541,1270.449949
1326,C,9,903.532020,873.375287
1326,C,10,767.290726,719.682071
1326,C,11,726.855862,649.083665
1326,C,12,604.799166,560.166514
1327,B,11,468.079447,432.694058
1327,B,12,493.788662,412.519814
1328,C,1,509.882173,412.939328
1328,C,2,511.848253,479.861511
1328,C,3,763.837043,712.552885
1328,C,4,956.646849,865.025332
1328,C,5,1006.510359,965.833107
1328,C,6,1026.996145,1004.566089
1328,C,7,1093.230920,1053.587771
1328,C,8,1019.111114,962.795968
1328,C,9,828.885678,769.720342
1328,C,10,647.745656,635.393209
1328,C,11,514.367993,480.771176
1328,C,12,474.885389,410.457215
1329,B,11,962.361486,952.899181
1329,B,12,1110.671450,1049.107633
1330,C,1,1215.773030,1099.959404
1330,C,2,1248.364821,1123.361363
1330,C,3,1947.029003,1672.934615
1330,C,4,2220.743988,2030.198744
1330,C,5,2358.092979,2264.054816
1330,C,6,2695.271274,2484.258308
1330,C,7,2591.562908,2426.830207
1330,C,8,2477.532771,2284.217753
1330,C,9,1662.624019,1562.627178
1330,C,10,1420.561650,1311.168830
1330,C,11,1322.758157,1191.123977
1330,C,12,1132.799838,1043.862094
1331,B,11,519.867192,468.135817
1331,B,12,550.614228,487.571624
1332,C,1,594.105382,530.746377
1332,C,2,580.467909,514.930545
1332,C,3,852.047483,794.782553
1332,C,4,949.502766,889.311669
1332,C,5,918.180839,882.598613
1332,C,6,974.297065,964.390277
1332,C,7,952.829688,960.978596
1332,C,8,937.759280,921.893932
1332,C,9,676.883218,638.284102
1332,C,10,636.052169,584.521506
1332,C,11,664.488426,585.169771
1332,C,12,562.757665,485.133766
1333,B,11,239.560980,230.357141
1333,B,12,332.748927,298.102449
1334,C,1,356.690671,329.684741
1334,C,2,425.664812,393.598656
1334,C,3,588.295402,546.699307
1334,C,4,713.700597,677.409530
1334,C,5,809.886977,770.042921
1334,C,6,808.697370,769.425354
1334,C,7,790.801952,753.401711
1334,C,8,727.888495,681.460467
1334,C,9,612.640364,577.326299
1334,C,10,504.354137,470.646948
1334,C,11,376.275376,345.535711
1334,C,12,323.515961,296.611936
1335,B,11,189.625908,434.819725
1335,B,12,225.876513,532.651291
1336,C,1,408.985548,582.963501
1336,C,2,629.368995,677.986649
1336,C,3,926.224622,927.249908
1336,C,4,1107.522647,1122.521423
1336,C,5,1171.127910,1253.767242
1336,C,6,1150.612814,1248.185608
1336,C,7,1200.709819,1219.199097
1336,C,8,1136.692995,1132.469849
1336,C,9,970.704391,969.015350
1336,C,10,784.271663,812.686798
1336,C,11,510.045048,621.171036
1336,C,12,387.286591,529.988034
1337,B,11,299.080468,300.451416
1337,B,12,449.132136,454.306243
1338,C,1,481.979726,420.085647
1338,C,2,551.455337,555.559559
1338,C,3,739.636204,706.528134
1338,C,4,702.838873,659.965839
1338,C,5,864.344682,915.953313
1338,C,6,865.293650,928.974732
1338,C,7,864.191778,897.729308
1338,C,8,838.069688,869.845916
1338,C,9,732.508720,718.628011
1338,C,10,665.489508,674.927992
1338,C,11,511.171092,450.677125
1338,C,12,467.764953,452.034712
1339,B,11,640.000905,654.997966
1339,B,12,1066.227956,1027.002081
1340,C,1,1131.424852,1097.840139
1340,C,2,1072.609850,967.758720
1340,C,3,1543.184593,1506.284630
1340,C,4,1571.033216,1575.441456
1340,C,5,1769.662703,1775.652126
1340,C,6,1833.478520,1816.298898
1340,C,7,1839.732972,1843.649256
1340,C,8,1825.016978,1762.182854
1340,C,9,1573.785104,1542.983804
1340,C,10,1307.738018,1197.682471
1340,C,11,1187.682505,1091.663277
1340,C,12,1158.243036,1021.867071
1341,B,11,319.936611,265.943672
1341,B,12,662.894407,515.244677
1342,C,1,712.310361,548.728906
1342,C,2,596.971129,483.323297
1342,C,3,893.195053,778.978905
1342,C,4,847.599322,809.867698
1342,C,5,814.158905,773.938171
1342,C,6,936.926023,875.546762
1342,C,7,933.415915,917.501086
1342,C,8,924.071708,860.129710
1342,C,9,811.546316,747.943983
1342,C,10,648.392516,582.117071
1342,C,11,705.773263,569.879297
1342,C,12,643.902345,512.668454
1343,B,11,92.355707,147.995834
1343,B,12,255.775026,346.915049
1344,C,1,273.016273,378.320297
1344,C,2,288.766599,372.881360
1344,C,3,542.466864,637.394969
1344,C,4,675.057076,713.147994
1344,C,5,737.170428,720.064290
1344,C,6,748.154162,827.578523
1344,C,7,927.121487,857.047839
1344,C,8,846.432505,771.642810
1344,C,9,672.228595,632.497105
1344,C,10,489.041062,455.042032
1344,C,11,435.471720,403.625002
1344,C,12,359.170688,345.180473
1345,B,11,172.858023,155.730121
1345,B,12,444.691135,377.612694
1346,C,1,480.235613,414.952010
1346,C,2,483.097218,431.453873
1346,C,3,755.801127,693.773842
1346,C,4,888.624040,814.906413
1346,C,5,934.093657,841.586733
1346,C,6,1016.974776,927.105359
1346,C,7,987.869618,914.744144
1346,C,8,909.308321,853.085959
1346,C,9,611.225855,573.679239
1346,C,10,536.590489,499.762107
1346,C,11,520.840537,467.190364
1346,C,12,434.535603,375.724630
1347,B,12,300.302788,341.279474
1348,C,1,286.131768,310.591919
1348,C,2,349.948514,397.110565
1348,C,3,524.222191,688.332886
1348,C,4,535.191973,809.152222
1348,C,5,595.982663,878.777161
1348,C,6,543.050027,880.146362
1348,C,7,563.623538,896.524414
1348,C,8,572.270712,865.593689
1348,C,9,541.045615,721.180725
1348,C,10,415.015098,571.795898
1348,C,11,331.346205,430.982361
1348,C,12,294.602182,352.655457
1349,B,12,368.153632,647.030094
1350,C,1,274.634445,650.404827
1350,C,2,334.864260,609.696859
1350,C,3,773.297723,838.122766
1350,C,4,1061.377398,961.475637
1350,C,5,1085.680894,1024.414183
1350,C,6,1179.850667,1103.683430
1350,C,7,1150.155782,1089.359268
1350,C,8,1142.688043,1069.273158
1350,C,9,736.182913,770.919145
1350,C,10,491.205250,692.016085
1350,C,11,314.757799,693.276932
1350,C,12,267.571381,643.794944
1351,B,12,297.640581,253.296749
1352,C,1,486.756281,311.647298
1352,C,2,1342.627122,389.874215
1352,C,3,587.596744,465.954443
1352,C,4,536.905922,499.812674
1352,C,5,540.835190,577.879002
1352,C,6,612.673439,554.076728
1352,C,7,607.984658,595.326208
1352,C,8,595.138352,568.079250
1352,C,9,478.737436,483.534938
1352,C,10,454.869172,409.463068
1352,C,11,312.303610,310.008364
1352,C,12,390.471780,280.435686
1353,B,12,485.969153,471.793002
1354,C,1,503.122805,564.066912
1354,C,2,580.972466,556.291533
1354,C,3,902.626588,817.852051
1354,C,4,948.612551,955.756633
1354,C,5,1163.258575,1067.703528
1354,C,6,1239.547362,1160.521185
1354,C,7,1183.121439,1124.523803
1354,C,8,1114.810604,1071.782088
1354,C,9,811.304419,749.620281
1354,C,10,695.123985,640.029157
1354,C,11,545.884964,605.302086
1354,C,12,526.803344,541.688261
1355,B,12,770.388665,526.602804
1356,C,1,811.466719,738.397692
1356,C,2,804.684576,691.799003
1356,C,3,1241.592218,1117.947197
1356,C,4,1302.486827,1232.517027
1356,C,5,1559.152742,1410.711689
1356,C,6,1604.255531,1464.203938
1356,C,7,1613.408645,1477.184045
1356,C,8,1511.698160,1393.799830
1356,C,9,1234.837711,1166.852454
1356,C,10,981.730085,872.089608
1356,C,11,828.100959,745.632329
1356,C,12,775.567260,680.195289
1357,B,12,513.319199,448.678452
1358,C,1,616.671682,550.388484
1358,C,2,767.323205,743.753391
1358,C,3,1023.333038,989.388479
1358,C,4,1047.996979,949.272321
1358,C,5,1343.424656,1326.630822
1358,C,6,1383.175512,1368.966108
1358,C,7,1331.552421,1329.650157
1358,C,8,1285.385836,1258.649584
1358,C,9,974.681159,1005.130014
1358,C,10,879.819751,916.083512
1358,C,11,657.189031,590.725697
1358,C,12,616.369214,579.543000
1359,B,12,489.897888,350.821998
1360,C,1,549.138155,460.200348
1360,C,2,682.055187,601.602783
1360,C,3,1046.417078,892.967529
1360,C,4,1164.885403,1045.916870
1360,C,5,1346.513439,1273.720947
1360,C,6,1309.221935,1250.559814
1360,C,7,1374.126238,1289.066284
1360,C,8,1311.400286,1218.131836
1360,C,9,1143.656177,1061.764404
1360,C,10,958.549108,873.299011
1360,C,11,766.695441,595.233398
1360,C,12,503.097505,453.145081
1361,B,12,148.326601,272.584706
1362,C,1,212.414064,339.456485
1362,C,2,326.671095,438.754954
1362,C,3,578.549611,625.047636
1362,C,4,731.049708,733.508575
1362,C,5,768.440357,827.738356
1362,C,6,831.588430,869.403689
1362,C,7,814.280693,915.143866
1362,C,8,784.618626,837.724948
1362,C,9,653.660803,738.667076
1362,C,10,475.898016,550.423386
1362,C,11,264.898385,375.027732
1362,C,12,230.317624,352.088579
1363,B,12,540.630401,458.398918
1364,C,1,856.589935,768.610604
1364,C,2,798.351228,732.864078
1364,C,3,1134.353658,1114.363721
1364,C,4,1236.869983,1232.393958
1364,C,5,1166.559355,1212.457677
1364,C,6,1270.571662,1319.762981
1364,C,7,1256.368518,1312.775146
1364,C,8,1269.409073,1271.441658
1364,C,9,925.218309,889.703336
1364,C,10,872.602021,834.864197
1364,C,11,966.693584,849.842304
1364,C,12,835.313331,710.518322
1365,B,12,344.245727,249.070564
1366,C,1,428.238659,341.447906
1366,C,2,508.652780,458.780239
1366,C,3,894.703619,819.015663
1366,C,4,1057.383006,990.849244
1366,C,5,1198.354462,1103.788064
1366,C,6,1174.315346,1120.437937
1366,C,7,1174.121118,1130.607083
1366,C,8,1133.707199,1070.735472
1366,C,9,930.214856,860.474148
1366,C,10,718.243997,659.233734
1366,C,11,548.179756,484.823885
1366,C,12,503.299244,386.059375
1367,B,12,208.171249,180.128094
1368,C,1,400.550937,382.912985
1368,C,2,368.732790,346.751963
1368,C,3,576.839591,507.831063
1368,C,4,705.237770,698.516174
1368,C,5,663.922127,680.090547
1368,C,6,720.636302,715.165924
1368,C,7,734.282879,727.414921
1368,C,8,695.799250,700.286748
1368,C,9,607.050271,592.382496
1368,C,10,448.468409,432.467733
1368,C,11,423.917289,378.900970
1368,C,12,390.491300,348.998183
1369,B,12,275.195665,249.671644
1370,C,1,559.302472,530.299734
1370,C,2,571.617933,570.091832
1370,C,3,899.140019,925.867041
1370,C,4,1130.277383,1119.415862
1370,C,5,1232.503319,1182.509725
1370,C,6,1311.305605,1305.839721
1370,C,7,1308.774083,1267.981406
1370,C,8,1184.112061,1171.355529
1370,C,9,829.910438,778.186661
1370,C,10,681.809706,680.365419
1370,C,11,615.507285,615.694095
1370,C,12,524.297755,483.738810
1371,B,12,307.698678,248.264427
1372,C,1,609.581577,557.338095
1372,C,2,708.672830,650.726081
1372,C,3,946.871161,874.295919
1372,C,4,1142.076480,1063.911956
1372,C,5,1259.878271,1194.540405
1372,C,6,1231.607505,1182.894240
1372,C,7,1216.501622,1165.929139
1372,C,8,1149.428551,1061.869779
1372,C,9,978.931563,921.149549
1372,C,10,824.731136,769.829692
1372,C,11,653.992232,580.593801
1372,C,12,566.112495,513.079816
1373,B,12,231.977687,219.298134
1374,C,1,465.041354,470.066868
1374,C,2,583.321240,602.538478
1374,C,3,712.700080,731.170145
1374,C,4,640.865166,653.633183
1374,C,5,798.198292,883.041981
1374,C,6,827.772095,888.166940
1374,C,7,792.765867,865.468870
1374,C,8,813.071461,857.148603
1374,C,9,709.735174,732.901813
1374,C,10,698.977039,724.430484
1374,C,11,512.491641,502.014053
1374,C,12,502.153593,522.941704
1375,B,12,113.706332,148.515653
1376,C,1,267.057348,381.031924
1376,C,2,259.207870,359.194354
1376,C,3,478.904382,603.172570
1376,C,4,547.724685,662.920410
1376,C,5,575.590832,659.960313
1376,C,6,671.497352,750.533615
1376,C,7,679.786510,774.965149
1376,C,8,585.985160,712.547536
1376,C,9,456.662087,593.587781
1376,C,10,300.251664,438.261574
1376,C,11,244.352529,404.578275
1376,C,12,212.441985,354.152711
1377,B,12,163.449967,143.065658
1378,C,1,370.508019,355.184301
1378,C,2,368.264698,361.656982
1378,C,3,566.062207,535.809447
1378,C,4,661.005162,648.962189
1378,C,5,701.817901,725.025146
1378,C,6,763.582085,793.572698
1378,C,7,736.453651,775.713277
1378,C,8,715.995340,730.585766
1378,C,9,489.039164,501.309278
1378,C,10,427.331931,420.596746
1378,C,11,412.623020,383.937720
1378,C,12,361.655716,341.156568
1379,B,12,186.791977,138.416822
1380,C,1,441.848203,512.544586
1380,C,2,491.342586,578.560257
1380,C,3,956.543450,1098.528511
1380,C,4,1138.366874,1379.582550
1380,C,5,1386.514279,1717.837326
1380,C,6,1448.048045,1761.111618
1380,C,7,1655.547416,1812.208893
1380,C,8,844.132531,1601.436462
1380,C,9,995.641217,1195.173187
1380,C,10,847.475134,881.464371
1380,C,11,539.369297,523.527245
1380,C,12,531.000618,476.769054
1381,B,12,180.216866,135.701761
1382,C,1,469.338941,424.585052
1382,C,2,611.104465,552.582153
1382,C,3,761.024092,685.075684
1382,C,4,707.931834,624.808167
1382,C,5,968.208176,856.965851
1382,C,6,960.840190,863.549072
1382,C,7,952.998481,837.474945
1382,C,8,913.596943,821.183075
1382,C,9,739.003194,691.316681
1382,C,10,715.848763,667.411682
1382,C,11,506.148840,454.665665
1382,C,12,527.193426,467.417175
1383,B,12,30.085484,30.951233
1384,C,1,356.265267,348.273823
1384,C,2,338.256606,357.387167
1384,C,3,529.343969,573.393191
1384,C,4,727.994191,784.978484
1384,C,5,755.435143,823.333702
1384,C,6,819.100628,883.890705
1384,C,7,815.364685,907.971273
1384,C,8,741.738601,801.331012
1384,C,9,620.391693,656.078050
1384,C,10,433.901505,455.935604
1384,C,11,358.074702,361.476362
1384,C,12,355.163625,319.829404
1385,B,12,43.819140,43.894690
1386,C,1,418.631990,426.616913
1386,C,2,567.460669,575.176086
1386,C,3,748.515703,747.961914
1386,C,4,713.681269,716.311340
1386,C,5,982.791172,1011.552246
1386,C,6,1024.022440,1025.992065
1386,C,7,1005.497196,983.578186
1386,C,8,959.323405,945.410461
1386,C,9,760.590264,770.237061
1386,C,10,696.711740,700.689941
1386,C,11,476.800088,459.496765
1386,C,12,465.699714,453.578461
1387,C,1,349.908487,380.450523
1387,C,2,391.985465,422.940735
1387,C,3,584.852772,590.106453
1387,C,4,1014.433315,997.504807
1387,C,5,1214.972323,1187.272949
1387,C,6,1100.246696,1163.834015
1387,C,7,1032.804449,1189.628952
1387,C,8,929.051865,1085.238663
1387,C,9,716.803985,906.904785
1387,C,10,564.360523,665.854202
1387,C,11,425.732254,461.798996
1387,C,12,273.318194,315.419250
1388,C,1,389.882871,497.286205
1388,C,2,459.955681,498.653336
1388,C,3,737.221471,768.738785
1388,C,4,905.578714,860.423325
1388,C,5,870.676926,854.304352
1388,C,6,943.339327,933.195221
1388,C,7,950.601298,929.122177
1388,C,8,926.546217,891.599792
1388,C,9,615.788610,617.838089
1388,C,10,491.122816,567.167305
1388,C,11,383.003550,567.909927
1388,C,12,275.607291,472.763824
1389,C,1,920.600593,793.286132
1389,C,2,1026.512149,879.242725
1389,C,3,1490.953038,1257.234554
1389,C,4,1658.612668,1467.173021
1389,C,5,1777.618083,1609.319125
1389,C,6,1913.239730,1745.680313
1389,C,7,1859.169033,1707.861921
1389,C,8,1824.593971,1642.015764
1389,C,9,1300.307224,1158.550037
1389,C,10,1145.802283,1005.667163
1389,C,11,1165.893086,974.081804
1389,C,12,1081.039160,889.433875
1390,C,1,788.861206,536.790380
1390,C,2,690.769667,603.641205
1390,C,3,1023.884864,881.453888
1390,C,4,1194.221712,1025.818237
1390,C,5,1282.214847,1141.444824
1390,C,6,1394.236580,1238.778381
1390,C,7,1332.712901,1201.800476
1390,C,8,1273.137851,1149.206909
1390,C,9,878.781010,807.081818
1390,C,10,787.655931,693.128906
1390,C,11,778.196976,660.679047
1390,C,12,692.753942,594.232910
1391,C,1,444.965651,403.916447
1391,C,2,504.367073,442.473114
1391,C,3,653.857238,597.002441
1391,C,4,691.108321,634.473877
1391,C,5,696.866288,646.126465
1391,C,6,667.062020,610.503418
1391,C,7,667.052190,606.645203
1391,C,8,647.705709,582.142822
1391,C,9,587.097599,527.501221
1391,C,10,538.750231,489.054932
1391,C,11,544.453486,467.316101
1391,C,12,555.460014,472.829041
1392,C,1,313.090692,327.457241
1392,C,2,378.424946,388.554893
1392,C,3,573.270114,567.056527
1392,C,4,752.151927,724.372125
1392,C,5,844.109536,762.790188
1392,C,6,841.901129,783.195672
1392,C,7,875.133580,826.516740
1392,C,8,818.982091,781.028390
1392,C,9,603.778587,613.560263
1392,C,10,437.961318,464.539629
1392,C,11,342.199566,397.020650
1392,C,12,287.785798,333.572600
1393,C,1,446.061416,449.391212
1393,C,2,502.611833,523.071694
1393,C,3,884.155451,891.686939
1393,C,4,963.232105,989.325858
1393,C,5,709.443044,993.317541
1393,C,6,1104.387179,1145.828370
1393,C,7,1131.797600,1192.085442
1393,C,8,1045.301446,1069.574944
1393,C,9,860.109565,880.927663
1393,C,10,618.516666,638.079883
1393,C,11,537.292407,565.859990
1393,C,12,458.136383,488.437897
1394,C,1,97.579796,121.473519
1394,C,2,989.932722,970.183990
1394,C,3,1202.294010,1203.882355
1394,C,4,1076.378940,1082.309326
1394,C,5,1429.917712,1454.616669
1394,C,6,1440.709845,1483.783508
1394,C,7,1421.088263,1460.335999
1394,C,8,1402.643328,1426.043732
1394,C,9,1190.608900,1195.262421
1394,C,10,1180.150852,1178.203186
1394,C,11,851.240590,803.088806
1394,C,12,884.714682,831.600220
1395,C,1,40.111343,34.532745
1395,C,2,335.849639,335.117661
1395,C,3,428.072521,416.774048
1395,C,4,569.959776,578.318970
1395,C,5,707.676478,702.297424
1395,C,6,725.120039,763.144897
1395,C,7,731.878787,766.985870
1395,C,8,699.046407,732.902405
1395,C,9,596.039887,620.449585
1395,C,10,521.243163,536.542191
1395,C,11,389.960887,393.375290
1395,C,12,353.654929,355.165054
1396,C,1,182.697041,187.165651
1396,C,2,1648.918099,1481.176360
1396,C,3,2530.881853,2345.178122
1396,C,4,2701.769987,2740.999090
1396,C,5,2379.555496,2819.255356
1396,C,6,2341.797658,3099.547926
1396,C,7,2574.745089,3035.381829
1396,C,8,2323.811346,2853.359403
1396,C,9,1670.714165,1930.533462
1396,C,10,1602.455235,1733.597454
1396,C,11,1670.745616,1650.044295
1396,C,12,1393.703708,1330.566157
1397,C,2,1277.390812,1028.896268
1397,C,3,1095.808987,1561.068924
1397,C,4,406.838128,1474.510242
1397,C,5,2033.760871,2047.745373
1397,C,6,2072.410275,2099.306028
1397,C,7,2022.279726,2038.687151
1397,C,8,1921.280488,1950.264360
1397,C,9,1565.546667,1582.473377
1397,C,10,1476.902433,1468.144321
1397,C,11,1001.362567,964.499365
1397,C,12,999.716384,961.108186
1398,C,2,471.530025,491.079952
1398,C,3,1071.342622,960.054387
1398,C,4,1147.596634,1050.476935
1398,C,5,1300.314624,1203.381359
1398,C,6,1366.387999,1243.605095
1398,C,7,1376.809533,1256.740365
1398,C,8,1301.388542,1182.166412
1398,C,9,1099.375211,998.421413
1398,C,10,820.154872,747.512438
1398,C,11,728.995931,644.459969
1398,C,12,676.516081,589.740648
1399,C,2,267.058713,265.410810
1399,C,3,536.134450,543.497940
1399,C,4,669.531877,652.885910
1399,C,5,724.578383,674.317291
1399,C,6,755.366553,676.545273
1399,C,7,728.934921,671.353790
1399,C,8,682.454834,674.777069
1399,C,9,546.061408,587.560379
1399,C,10,460.612695,525.498169
1399,C,11,351.514232,367.997818
1399,C,12,264.074355,281.569069
1400,C,2,394.218297,397.377712
1400,C,3,764.410405,756.306641
1400,C,4,819.869167,784.572693
1400,C,5,818.798285,836.199402
1400,C,6,831.187525,804.328552
1400,C,7,790.631090,786.384888
1400,C,8,781.473801,770.211975
1400,C,9,616.301407,699.657166
1400,C,10,597.574513,667.415161
1400,C,11,615.291808,592.447815
1400,C,12,541.476856,549.667725
1401,C,2,600.047392,509.547163
1401,C,3,1273.717052,1118.916260
1401,C,4,1439.776926,1262.427002
1401,C,5,1373.533403,1258.877808
1401,C,6,1527.221601,1378.713867
1401,C,7,1492.893868,1380.078247
1401,C,8,1432.012972,1314.648804
1401,C,9,1017.772963,901.806824
1401,C,10,929.578847,804.611694
1401,C,11,959.676594,794.151733
1401,C,12,801.070542,661.204468
1402,C,2,423.870142,441.821320
1402,C,3,746.482879,840.239197
1402,C,4,1146.081257,1272.922485
1402,C,5,1160.718102,1279.311279
1402,C,7,882.957153,1330.467529
1402,C,8,1159.077231,1285.556274
1402,C,9,964.502399,1112.785278
1402,C,10,875.070193,958.749634
1402,C,11,527.807193,497.748718
1402,C,12,597.118858,562.910400
1403,C,2,316.221754,251.707298
1403,C,3,647.899010,562.411176
1403,C,4,764.937928,734.331942
1403,C,5,710.055689,700.886003
1403,C,6,714.206910,735.768945
1403,C,7,740.930645,754.785842
1403,C,8,725.076723,729.649503
1403,C,9,648.751101,646.207514
1403,C,10,558.522842,488.894491
1403,C,11,544.846752,446.350052
1403,C,12,472.348386,426.022828
1404,C,2,315.220255,283.971157
1404,C,3,986.460271,946.552246
1404,C,4,1105.359772,1056.196045
1404,C,5,1234.040565,1231.263550
1404,C,6,1168.190715,1168.764648
1404,C,7,1217.546137,1221.279053
1404,C,8,1234.687545,1219.615479
1404,C,9,1152.414133,1118.953491
1404,C,10,871.709248,969.695190
1404,C,11,729.613733,694.136414
1404,C,12,550.937434,536.662903
1405,C,2,236.287865,265.933005
1405,C,3,1002.978343,1007.387604
1405,C,4,1065.293431,1069.604950
1405,C,5,1055.942946,1032.586166
1405,C,6,1214.514063,1151.066254
1405,C,7,1271.674501,1184.573151
1405,C,8,1147.755192,1133.256531
1405,C,9,918.865837,976.808868
1405,C,10,667.740666,753.244781
1405,C,11,593.230590,746.099930
1405,C,12,444.740185,669.065430
1406,C,2,194.673319,198.406275
1406,C,3,919.707122,852.752728
1406,C,4,1069.086667,953.024132
1406,C,5,1039.360228,945.936041
1406,C,6,1127.580335,1032.048503
1406,C,7,1134.552624,1024.721240
1406,C,8,1067.524894,985.663598
1406,C,9,825.731849,684.643188
1406,C,10,717.841492,634.480669
1406,C,11,732.140542,637.167551
1406,C,12,639.498995,529.984992
1407,C,2,291.011790,314.028843
1407,C,3,1116.887212,1036.880127
1407,C,4,1011.202464,894.936707
1407,C,5,1229.728008,1178.536011
1407,C,6,1218.305752,1180.734131
1407,C,7,1241.273430,1164.303833
1407,C,8,1212.415855,1170.617065
1407,C,9,1052.664251,1023.782104
1407,C,10,1088.513759,1053.004395
1407,C,11,833.240486,744.543152
1407,C,12,815.108040,792.385193
1408,C,2,138.222184,139.008710
1408,C,3,2692.808301,1180.413757
1408,C,4,1419.921298,1419.372986
1408,C,5,1703.350417,1612.753754
1408,C,6,1783.513330,1763.555450
1408,C,7,1762.427795,1709.418274
1408,C,8,1620.215375,1599.357483
1408,C,9,1098.885434,1095.335815
1408,C,10,940.371604,905.277725
1408,C,11,785.256620,817.106445
1408,C,12,695.564703,713.575623
1409,C,2,76.768373,61.225046
1409,C,3,636.508750,570.164419
1409,C,4,688.491396,616.461338
1409,C,5,687.697144,607.803956
1409,C,6,757.713110,694.764017
1409,C,7,773.084669,724.740440
1409,C,8,711.469964,661.899298
1409,C,9,607.731797,557.394149
1409,C,10,446.437732,415.025129
1409,C,11,401.868330,385.751901
1409,C,12,353.772309,340.115772
1410,C,2,55.003728,41.689780
1410,C,3,300.401659,352.544357
1410,C,4,648.490890,592.543304
1410,C,5,804.473280,746.398193
1410,C,6,825.681894,753.370148
1410,C,7,805.878936,744.565247
1410,C,8,660.854091,653.374084
1410,C,9,539.421346,514.122452
1410,C,10,375.750843,358.208328
1410,C,11,284.802708,231.864220
1410,C,12,186.921203,159.079323
1411,C,2,118.020300,111.710972
1411,C,3,1271.453863,1281.066528
1411,C,4,1456.816903,1344.250732
1411,C,5,1398.677905,1300.477295
